,5,10,25,50,100
0,0.21382289416846653,0.20230381569474443,0.14326853851691865,0.2570194384449244,0.24910007199424047
1,0.19654427645788336,0.20014398848092152,0.15262778977681785,0.2908567314614831,0.2778977681785457
2,0.20230381569474443,0.20230381569474443,0.13462922966162708,0.2584593232541397,0.2476601871850252
3,0.2203023758099352,0.2203023758099352,0.15190784737221022,0.2634989200863931,0.2613390928725702
4,0.2087832973362131,0.22174226061915048,0.1605471562275018,0.28077753779697623,0.2757379409647228
5,0.22318214542836573,0.2267818574514039,0.128869690424766,0.25125989920806335,0.2678185745140389
6,0.20518358531317496,0.20518358531317496,0.1303095752339813,0.25125989920806335,0.26277897768178543
7,0.19366450683945285,0.18070554355651547,0.15406767458603313,0.2606191504679626,0.25629949604031677
8,0.22102231821454282,0.20734341252699784,0.15694744420446363,0.28077753779697623,0.28509719222462204
9,0.21310295176385888,0.20230381569474443,0.1511879049676026,0.25341972642188626,0.25629949604031677
10,0.22534197264218864,0.2059035277177826,0.1583873290136789,0.27141828653707706,0.26277897768178543
11,0.2044636429085673,0.21454283657307416,0.15694744420446363,0.26277897768178543,0.26493880489560834
12,0.19870410367170627,0.19222462203023757,0.1418286537077034,0.27141828653707706,0.2663786897048236
13,0.19870410367170627,0.18214542836573075,0.13390928725701945,0.2570194384449244,0.26997840172786175
14,0.23758099352051837,0.21382289416846653,0.15046796256299497,0.2570194384449244,0.26277897768178543
15,0.20950323974082075,0.20518358531317496,0.15478761699064075,0.25125989920806335,0.2433405327573794
16,0.21166306695464362,0.20806335493160547,0.15982721382289417,0.2634989200863931,0.26997840172786175
17,0.22966162706983442,0.23254139668826493,0.15766738660907129,0.25557955363570917,0.25557955363570917
18,0.20302375809935205,0.2044636429085673,0.1468682505399568,0.2757379409647228,0.2706983441324694
19,0.22174226061915048,0.2159827213822894,0.14254859611231102,0.2663786897048236,0.2613390928725702
20,0.20014398848092152,0.1929445644348452,0.15334773218142547,0.24406047516198703,0.2584593232541397
21,0.22606191504679626,0.21670266378689704,0.14326853851691865,0.26997840172786175,0.27213822894168466
22,0.21670266378689704,0.18862491000719941,0.1259899208063355,0.2606191504679626,0.2735781137508999
23,0.22606191504679626,0.2066234701223902,0.16198704103671707,0.2735781137508999,0.2706983441324694
24,0.2174226061915047,0.2267818574514039,0.16630669546436286,0.27645788336933047,0.27429805615550756
