,5,10,25,50,100
0,0.22894168466522677,0.23686105111591071,0.23254139668826493,0.23326133909287258,0.23542116630669546
1,0.21166306695464362,0.20950323974082075,0.2174226061915047,0.2203023758099352,0.22462203023758098
2,0.22750179985601152,0.22174226061915048,0.2174226061915047,0.22462203023758098,0.22534197264218864
3,0.23758099352051837,0.24190064794816415,0.23974082073434125,0.24406047516198703,0.24262059035277178
4,0.2203023758099352,0.2203023758099352,0.22390208783297336,0.22822174226061914,0.22318214542836573
5,0.23470122390208784,0.2361411087113031,0.23686105111591071,0.23974082073434125,0.238300935925126
6,0.22174226061915048,0.22822174226061914,0.2267818574514039,0.22822174226061914,0.22822174226061914
7,0.21454283657307416,0.210943124550036,0.21238300935925125,0.21454283657307416,0.21454283657307416
8,0.22462203023758098,0.22894168466522677,0.2361411087113031,0.238300935925126,0.23686105111591071
9,0.24046076313894887,0.24622030237580994,0.24550035997120231,0.24262059035277178,0.24118070554355653
10,0.22462203023758098,0.23038156947444205,0.2339812814974802,0.23254139668826493,0.23974082073434125
11,0.2174226061915047,0.21526277897768178,0.21814254859611232,0.22750179985601152,0.22966162706983442
12,0.19222462203023757,0.1994240460763139,0.2059035277177826,0.20518358531317496,0.2066234701223902
13,0.21814254859611232,0.22750179985601152,0.22750179985601152,0.23110151187904968,0.23542116630669546
14,0.23470122390208784,0.23110151187904968,0.22966162706983442,0.23038156947444205,0.23542116630669546
15,0.2203023758099352,0.21670266378689704,0.2224622030237581,0.22822174226061914,0.22750179985601152
16,0.22750179985601152,0.23254139668826493,0.23470122390208784,0.23974082073434125,0.2339812814974802
17,0.24694024478041757,0.2526997840172786,0.24838012958963282,0.2433405327573794,0.2433405327573794
18,0.2361411087113031,0.23902087832973362,0.24190064794816415,0.24262059035277178,0.24694024478041757
19,0.2339812814974802,0.24118070554355653,0.24262059035277178,0.24190064794816415,0.2476601871850252
20,0.23110151187904968,0.22822174226061914,0.2318214542836573,0.22750179985601152,0.23254139668826493
21,0.22822174226061914,0.23254139668826493,0.23902087832973362,0.24406047516198703,0.23974082073434125
22,0.2203023758099352,0.21814254859611232,0.22102231821454282,0.2203023758099352,0.2159827213822894
23,0.23326133909287258,0.23758099352051837,0.23686105111591071,0.23326133909287258,0.2361411087113031
24,0.23686105111591071,0.2339812814974802,0.23326133909287258,0.23974082073434125,0.2433405327573794
